File,Precision,Recall,F1 score
1_without_eval.json,0.8159784560143627,0.8152466367713005,0.8156123822341856
1_finetuned.json,0.8146788990825689,0.7964125560538117,0.8054421768707484
2_with_eval.json,0.8347957639939486,0.824813153961136,0.8297744360902255
2_finetuned.json,0.8109923664122137,0.7940209267563527,0.802416918429003
transformers.json,0.8308733087330873,0.8077727952167414,0.819160224344399
